lords,31,0.0100062539086929
house,46,0.0146966854283927
commons,38,0.0121951219512195
government,211,0.0662914321450907
legislative,1,0.000625390869293308
programme,15,0.00500312695434647
focus,2,0.000938086303939962
economic,23,0.0075046904315197
growth,3,0.00125078173858662
justice,13,0.00437773608505316
constitutional,11,0.00375234521575985
reform,59,0.0187617260787993
ministers,3,0.00125078173858662
priority,11,0.00375234521575985
reduce,22,0.00719199499687305
deficit,3,0.00125078173858662
restore,1,0.000625390869293308
stability,7,0.00250156347717323
legislation,89,0.0281425891181989
introduced,63,0.0200125078173859
burdens,5,0.00187617260787993
business,3,0.00125078173858662
repealing,1,0.000625390869293308
unnecessary,1,0.000625390869293308
limit,1,0.000625390869293308
inspection,1,0.000625390869293308
businesses,2,0.000938086303939962
introduce,24,0.00781738586616635
competition,2,0.000938086303939962
law,21,0.00687929956222639
promote,25,0.00813008130081301
enterprise,3,0.00125078173858662
fair,4,0.00156347717323327
markets,1,0.000625390869293308
establish,10,0.0034396497811132
green,1,0.000625390869293308
investment,3,0.00125078173858662
bank,3,0.00125078173858662
measures,44,0.0140712945590994
brought,38,0.0121951219512195
forward,95,0.0300187617260788
strengthen,15,0.00500312695434647
regulation,6,0.00218886804252658
financial,9,0.00312695434646654
services,20,0.00656660412757974
sector,5,0.00187617260787993
implement,5,0.00187617260787993
recommendations,2,0.000938086303939962
independent,4,0.00156347717323327
commission,5,0.00187617260787993
banking,3,0.00125078173858662
adjudicator,1,0.000625390869293308
ensure,21,0.00687929956222639
supermarkets,1,0.000625390869293308
deal,1,0.000625390869293308
fairly,1,0.000625390869293308
lawfully,1,0.000625390869293308
suppliers,1,0.000625390869293308
bill,60,0.0190744215134459
charities,3,0.00125078173858662
enabling,2,0.000938086303939962
claim,1,0.000625390869293308
additional,1,0.000625390869293308
payments,1,0.000625390869293308
donations,1,0.000625390869293308
propose,2,0.000938086303939962
electricity,2,0.000938086303939962
market,3,0.00125078173858662
deliver,6,0.00218886804252658
secure,21,0.00687929956222639
clean,4,0.00156347717323327
affordable,5,0.00187617260787993
prices,1,0.000625390869293308
draft,24,0.00781738586616635
published,8,0.00281425891181989
water,1,0.000625390869293308
industry,2,0.000938086303939962
england,8,0.00281425891181989
wales,8,0.00281425891181989
bring,30,0.00969355847404628
modernise,6,0.00218886804252658
pension,6,0.00218886804252658
system,22,0.00719199499687305
creating,2,0.000938086303939962
simple,1,0.000625390869293308
sustainable,3,0.00125078173858662
foundation,2,0.000938086303939962
private,3,0.00125078173858662
saving,1,0.000625390869293308
public,33,0.0106316447779862
service,11,0.00375234521575985
pensions,9,0.00312695434646654
line,2,0.000938086303939962
setting,1,0.000625390869293308
close,2,0.000938086303939962
audit,4,0.00156347717323327
arrangements,5,0.00187617260787993
local,5,0.00187617260787993
bodies,1,0.000625390869293308
strive,2,0.000938086303939962
improve,24,0.00781738586616635
lives,3,0.00125078173858662
children,25,0.00813008130081301
families,2,0.000938086303939962
provision,2,0.000938086303939962
disabled,3,0.00125078173858662
special,1,0.000625390869293308
educational,5,0.00187617260787993
proposed,2,0.000938086303939962
support,21,0.00687929956222639
involved,1,0.000625390869293308
family,7,0.00250156347717323
court,2,0.000938086303939962
